71,72,140,141,142,143,89,90,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
87,88,156,157,158,159,105,106,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,50,68
103,104,172,173,174,175,106,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,82,68
119,187,188,189,190,16,16,16,16,32,48,16,16,32,64,16,48,32,16,64,16,16,48,64,48,16,48,64,16,32,16,32,16,32,16,32,16,16,16,64,48,16,48,64,32,32,16,32,82,68
68,81,32,32,32,16,16,16,48,32,64,32,32,48,80,32,64,48,32,80,32,32,64,80,64,32,64,80,32,48,32,48,32,48,32,48,32,32,32,80,64,32,64,80,48,64,32,48,82,68
68,81,32,32,48,48,32,32,16,16,80,48,48,64,64,48,80,64,48,64,16,48,80,64,80,48,80,64,16,64,48,64,48,64,48,64,48,48,48,64,80,48,48,64,64,80,48,64,82,68
68,81,48,48,64,64,48,48,32,32,48,64,64,80,80,64,48,80,64,80,32,16,48,80,48,16,48,80,32,80,64,80,64,80,64,80,64,64,64,80,48,64,64,80,32,64,64,16,82,68
68,81,64,64,80,80,64,64,48,48,64,16,80,32,64,80,64,32,80,64,16,32,64,64,64,32,64,64,16,32,16,32,16,32,16,32,16,80,80,64,64,80,48,64,48,80,16,32,82,68
68,81,80,80,32,32,80,80,64,64,80,32,16,48,80,16,80,48,16,80,32,48,80,80,80,48,80,80,32,48,32,48,32,48,32,48,32,16,16,80,80,16,64,80,64,64,32,48,82,68
68,81,32,32,48,48,32,32,16,80,48,48,32,64,64,32,48,64,32,64,16,16,48,64,48,16,48,64,16,64,48,64,48,64,48,64,48,32,32,64,48,32,48,64,32,80,48,64,82,68
68,81,48,48,64,64,48,48,32,16,64,64,48,80,80,48,64,80,48,80,32,32,64,80,64,32,64,80,32,80,64,80,64,80,64,80,64,48,48,80,64,48,64,80,48,64,64,16,82,68
68,81,64,64,80,80,64,64,48,32,80,16,64,32,64,64,80,32,64,64,16,48,80,64,80,48,80,64,16,32,16,32,16,32,16,32,16,64,64,64,80,64,48,64,64,80,16,32,82,68
68,81,80,80,32,32,80,80,64,48,48,32,80,48,80,80,48,48,80,80,32,16,48,80,48,16,48,80,32,48,32,48,32,48,32,48,32,80,80,80,48,80,64,80,32,64,32,48,82,68
68,81,32,32,48,48,32,32,80,64,64,48,16,64,64,16,64,64,16,64,16,32,64,64,64,32,64,64,16,64,48,64,48,64,48,64,48,16,16,64,64,16,48,64,48,80,48,64,82,68
68,81,48,48,64,64,48,48,16,80,80,64,32,80,80,32,80,80,32,80,32,48,80,80,80,48,80,80,32,80,64,80,64,80,64,80,64,32,32,80,80,32,64,80,64,64,64,16,82,68
68,81,64,64,80,80,64,64,32,16,48,16,48,32,64,48,48,32,48,64,16,16,48,64,48,16,48,64,16,32,16,32,16,32,16,32,16,48,48,64,48,48,48,64,32,80,16,32,82,68
68,81,80,80,32,32,80,80,48,32,64,32,64,48,80,64,64,48,64,80,32,32,64,80,64,32,64,80,32,48,32,48,32,48,32,48,32,64,64,80,64,64,64,80,48,64,32,48,82,68
68,81,32,32,48,48,32,32,64,48,80,48,80,64,64,80,80,64,80,64,16,48,80,64,80,48,80,64,16,64,48,64,48,64,48,64,48,80,80,64,80,80,48,64,64,80,48,64,82,68
68,81,48,48,64,64,48,48,80,64,48,64,16,80,80,16,48,80,16,80,32,16,48,80,48,16,48,80,32,80,64,80,64,80,64,80,64,16,16,80,48,16,64,80,32,64,64,16,82,68
68,81,64,64,80,80,64,64,16,80,64,16,32,32,64,32,64,32,32,64,16,32,64,64,64,32,64,64,16,32,16,32,16,32,16,32,16,32,32,64,64,32,48,64,48,80,16,32,82,68
68,81,80,80,32,32,80,80,32,16,80,32,48,48,80,48,80,48,48,80,32,48,80,80,80,48,80,80,32,48,32,48,32,48,32,48,32,48,48,80,80,48,64,80,64,64,32,48,82,68
68,81,32,32,48,48,32,32,48,32,48,48,64,64,64,64,48,64,64,64,16,16,48,64,48,16,48,64,16,64,48,64,48,64,48,64,48,64,64,64,48,64,48,64,32,80,48,64,82,68
68,81,48,48,64,64,48,48,64,48,32,64,80,80,80,80,64,80,80,80,32,32,64,80,64,32,64,80,32,80,64,80,64,80,64,80,64,80,80,80,64,80,64,80,48,64,64,16,82,68
68,81,64,64,80,80,64,64,80,64,80,16,16,32,64,16,80,32,16,64,16,48,80,64,80,48,80,64,16,32,16,32,16,32,16,32,16,16,16,64,80,16,48,64,64,80,16,32,82,68
68,81,80,80,32,32,80,80,16,80,48,32,32,48,80,32,48,48,32,80,32,16,48,80,48,16,48,80,32,48,32,48,32,48,32,48,32,32,32,80,48,32,64,80,32,64,32,48,82,68
68,81,32,32,48,48,32,32,32,16,64,48,48,64,64,48,64,64,48,64,16,32,64,64,64,32,64,64,16,64,48,64,48,64,48,64,48,48,48,64,64,48,48,64,48,80,48,64,82,68
68,81,48,48,64,64,48,48,48,32,80,64,64,80,80,64,80,80,64,80,32,48,80,80,80,48,80,80,32,80,64,80,64,80,64,80,64,64,64,48,80,64,64,80,64,64,64,16,82,68
68,81,64,64,80,80,64,64,64,48,48,16,80,32,64,80,48,32,80,64,16,16,48,64,48,16,48,64,16,32,16,32,16,32,16,32,16,80,80,64,48,80,48,64,32,80,16,32,82,68
68,81,80,80,32,32,80,80,80,64,64,32,16,48,80,16,64,48,16,80,32,32,64,80,64,32,64,80,32,48,32,48,32,48,32,48,32,16,16,80,64,16,64,80,48,64,32,48,82,68
68,81,32,32,48,48,32,32,16,80,80,48,32,64,64,32,80,64,32,64,16,48,80,64,80,48,80,64,16,64,48,64,48,64,48,64,48,32,32,48,80,32,48,64,64,80,48,64,82,68
68,81,48,48,64,64,48,48,32,16,48,64,48,80,80,48,48,80,48,80,32,16,48,80,48,16,48,80,32,80,64,80,64,80,64,80,64,48,48,64,48,48,64,80,32,64,64,16,82,68
68,81,64,64,80,80,64,64,48,32,64,16,64,32,64,64,64,32,64,64,16,32,64,64,64,32,64,64,16,32,16,32,16,32,16,32,16,64,64,80,64,64,48,64,48,80,16,32,82,68
68,81,80,80,32,32,80,80,64,48,80,32,80,48,80,80,80,48,80,80,32,48,80,80,80,48,80,80,32,48,32,48,32,48,32,48,32,80,80,48,80,80,64,80,64,64,32,48,82,68
68,81,32,32,48,48,32,32,80,64,48,48,16,64,64,16,48,64,16,64,16,16,48,64,48,16,48,64,16,64,48,64,48,64,48,64,48,16,16,64,48,16,48,64,32,80,48,64,82,68
68,81,48,48,64,64,48,48,16,80,64,64,32,80,80,32,64,80,32,80,32,32,64,80,64,32,64,80,32,80,64,80,64,80,64,80,64,80,64,80,64,32,64,80,48,64,64,16,82,68
68,81,64,64,80,80,64,64,32,16,80,16,48,32,64,48,80,32,48,64,16,48,80,64,80,48,80,64,16,32,16,32,16,32,16,32,16,32,16,32,16,48,48,64,64,80,16,32,82,68
68,81,80,80,32,32,80,80,48,32,48,32,64,48,80,64,48,48,64,80,32,16,48,80,48,16,48,80,32,48,32,48,32,80,64,80,64,80,64,80,64,64,64,80,32,64,32,16,82,68
68,81,32,32,48,48,32,32,64,48,64,48,80,64,64,80,64,64,80,64,16,32,64,64,64,32,64,64,16,64,48,64,48,32,16,32,16,32,16,32,16,32,32,32,32,32,16,32,82,68
68,81,48,48,64,64,48,48,80,64,80,64,16,80,80,16,80,80,16,80,32,48,80,80,80,48,80,80,32,80,64,80,64,80,64,80,64,80,64,80,64,48,48,48,48,48,32,48,82,68
68,81,64,64,80,80,64,64,16,80,48,16,32,32,64,32,48,32,32,64,16,16,48,64,48,16,48,64,16,32,16,32,16,32,16,32,16,32,16,32,16,64,64,64,64,64,48,80,82,68
68,81,80,80,32,32,80,80,32,16,64,32,48,48,80,48,64,48,48,80,32,32,64,80,64,32,64,80,32,48,32,48,32,80,64,80,64,80,64,80,64,32,32,32,32,32,80,64,82,68
68,81,32,32,48,48,32,32,48,32,80,48,64,64,64,64,80,64,64,64,16,48,80,64,80,48,80,64,16,64,48,64,48,64,48,64,48,64,64,48,48,48,48,48,48,48,64,64,82,68
68,81,48,48,64,64,48,48,64,48,48,64,80,80,80,80,48,80,80,80,32,16,48,80,48,16,48,80,32,80,64,80,64,80,64,80,64,80,80,64,32,32,32,48,16,48,64,16,82,68
